photos;name;price;enabled;amount;currency;producer;properties;description;category;sku;briefdescription
"http://www.breezart.ru/export/pool/photo/1000_pool_pro_pb.png?1655992755; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992755; https://v-conn.ru/export/pool/struct/pool_pro.png?1655992755; https://v-conn.ru/export/pool/photo/1000_pool_pro_pb.png?1655992755; https://v-conn.ru/export/pool/photo/1000_pool_pro_mb.png?1655992755; https://v-conn.ru/export/pool/photo/1000_pool_pro_vb.png?1655992755; ";Приточно-вытяжная установка с рекуператором и тепловым насосом Breezart 1000 Pool Pro;1 591 400 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 1000 - 1200 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Тепловая мощность компрессора: 4,60 кВт; Электрическая мощность компрессора: 1,10 кВт; Электрическая мощность вентилятора притока: 0,50 кВт; Электрическая мощность вентилятора вытяжки: 0,50 кВт; Рекуператор: пластинчатый; Максимальная потребляемая мощность: 2,10 кВт; Максимальный потребляемый ток: 9,5 А / 6,2 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 67 дБА | 61 дБА | 60 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 65 дБА | 63 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; Масса: 250 кг; Тепловой насос: есть; Осушитель воздуха: опция; Тип охладителя: фреоновый (опция); ";"


 Промо-сайт серии Pool Pro Серия вентустановок Pool Pro разработана для обеспечения комфортного микроклимата в помещениях бассейнов при любых погодных условиях с минимально возможным расходом энергии. Эти модели комплектуются вентиляторами серии EC, работающими в режиме CAV, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, противоточным рекуператором и тепловым насосом для экономичного нагрева воздуха в холодный период года. Осушение воздуха производится как дозированной подачей наружного воздуха, так и конденсационным осушителем (опция) – это позволяет поддерживать комфортные условия даже при жаркой и влажной погоде.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии (опция).</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс (опция).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722673;"Тип:    Приточно-вытяжная установка с рекуператором и тепловым насосом     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>1000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>15 - 35 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/2000_aqua_pool_dh_pb.png?1655992764; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992764; https://v-conn.ru/export/pool/struct/aqua_pool_dh.png?1655992764; https://v-conn.ru/export/pool/photo/2000_aqua_pool_dh_pb.png?1655992764; https://v-conn.ru/export/pool/photo/2000_aqua_pool_dh_mb.png?1655992764; https://v-conn.ru/export/pool/photo/2000_aqua_pool_dh_vb.png?1655992764; https://v-conn.ru/export/pool/photo/2000_aqua_pool_dh_sb.png?1655992764; ";Приточно-вытяжная установка с тепловым насосом Breezart 2000 Aqua Pool DH;1 302 200 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 2000 - 2100 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Тепловая мощность компрессора: 6,60 кВт; Электрическая мощность компрессора: 1,60 кВт; Электрическая мощность вентилятора притока: 0,70 кВт; Электрическая мощность вентилятора вытяжки: 0,70 кВт; Максимальная потребляемая мощность: 3,00 кВт; Максимальный потребляемый ток: 13,6 А / 8,8 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 68 дБА | 62 дБА | 60 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 65 дБА | 65 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; Тепловой насос: есть; Осушитель воздуха: опция; Тип охладителя: фреоновый (опция); ";"


Приточно-вытяжная установка Aqua Pool DH комплектуется вентиляторами серии EC, работающими в режиме CAV, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также тепловым насосом, позволяющим экономить энергию в холодный период года. Осушение воздуха производится как дозированной подачей наружного воздуха, так и конденсационным осушителем (опция) – это позволяет поддерживать комфортные условия даже при жаркой и влажной погоде.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии (опция).</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс (опция).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722888;"Тип:    Приточно-вытяжная установка с тепловым насосом     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>2000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>40 - 60 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/2000_aqua_pool_ef_pb.png?1655992772; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992772; https://v-conn.ru/export/pool/struct/aqua_pool_ef.png?1655992772; ";Приточно-вытяжная установка с фреоновым охладителем Breezart 2000 Aqua Pool EF;;+;0;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 2000 - 2100 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Электрическая мощность вентилятора притока: 0,70 кВт; Электрическая мощность вентилятора вытяжки: 0,70 кВт; Максимальная потребляемая мощность: 1,40 кВт; Максимальный потребляемый ток: 6,4 А / 6,4 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 68 дБА | 62 дБА | 60 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 65 дБА | 65 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; Тип охладителя: фреоновый; ";"


Приточно-вытяжная установка Aqua Pool EF комплектуется вентиляторами серии EC, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также фреоновым охладителем для охлаждения приточного воздуха и снижения влажности. Для работы необходим внешний ККБ.

 
  <ul>
<li>Настройка сценариев для автоматического изменения параметров работы.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Регулируемая подача наружного воздуха для осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Подключение к локальной сети и управление с компьютера.</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
<li>Управление ККБ различного типа, в том числе сигналом 0-10В.</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722170;"Тип:    Приточно-вытяжная установка с фреоновым охладителем     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>2000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>40 - 60 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/2000_aqua_pool_mix_pb.png?1655992769; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992769; https://v-conn.ru/export/pool/struct/aqua_pool_mix.png?1655992769; ";Приточно-вытяжная установка с камерой смешения Breezart 2000 Aqua Pool Mix;793 000 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 2000 - 2100 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Максимальная потребляемая мощность: 0,70 кВт; Максимальный потребляемый ток: 3,2 А / 3,2 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на всасывании | на выпуске | от корпуса: 68 дБА | 62 дБА | 60 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; ";"


Приточно-вытяжная установка Aqua Pool Mix комплектуется вентиляторами серии EC, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также камерой смешения, позволяющей снижать влажность в помещении бассейна дозированной подачей сухого наружного воздуха. Эта серия отличается низкой стоимостью и рекомендуется для регионов с умеренным климатом.

 
  <ul>
<li>Настройка сценариев для автоматического изменения параметров работы.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Регулируемая подача наружного воздуха для осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтра.</li>
<li>Подключение к локальной сети и управление с компьютера.</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722543;"Тип:    Приточно-вытяжная установка с камерой смешения     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>2000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>40 - 60 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/2000_aqua_pool_rp_pb.png?1655992760; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992760; https://v-conn.ru/export/pool/struct/aqua_pool_rp.png?1655992760; https://v-conn.ru/export/pool/photo/2000_aqua_pool_rp_pb.png?1655992760; https://v-conn.ru/export/pool/photo/2000_aqua_pool_rp_mb.png?1655992760; https://v-conn.ru/export/pool/photo/2000_aqua_pool_rp_vb.png?1655992760; https://v-conn.ru/export/pool/photo/2000_aqua_pool_rp_sb.png?1655992760; ";Приточно-вытяжная установка с рекуператором Breezart 2000 Aqua Pool RP;1 302 200 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 2000 - 2100 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Электрическая мощность вентилятора притока: 0,70 кВт; Электрическая мощность вентилятора вытяжки: 0,70 кВт; Рекуператор: пластинчатый; Максимальная потребляемая мощность: 1,40 кВт; Максимальный потребляемый ток: 6,4 А / 6,4 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 68 дБА | 62 дБА | 60 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 65 дБА | 65 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; Тип охладителя: фреоновый (опция); ";"


Приточно-вытяжная установка Aqua Pool RP комплектуется вентиляторами серии EC, работающими в режиме CAV, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также противоточным рекуператором, позволяющим экономить энергию в холодный период года. Осушение воздуха производится дозированной подачей наружного воздуха, поэтому эта серия рекомендуется для регионов с умеренным климатом.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии (опция).</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс (опция).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722333;"Тип:    Приточно-вытяжная установка с рекуператором     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>2000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>40 - 60 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/2000_aqua_pool_sm_pb.png?1655992768; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992768; https://v-conn.ru/export/pool/struct/aqua_pool_sm.png?1655992768; https://v-conn.ru/export/pool/photo/2000_aqua_pool_sm_pb.png?1655992768; https://v-conn.ru/export/pool/photo/2000_aqua_pool_sm_mb.png?1655992768; https://v-conn.ru/export/pool/photo/2000_aqua_pool_sm_vb.png?1655992768; https://v-conn.ru/export/pool/photo/2000_aqua_pool_sm_sb.png?1655992768; ";Приточно-вытяжная установка Breezart 2000 Aqua Pool SM;976 700 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 2000 - 2100 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Электрическая мощность вентилятора притока: 0,70 кВт; Электрическая мощность вентилятора вытяжки: 0,70 кВт; Максимальная потребляемая мощность: 1,40 кВт; Максимальный потребляемый ток: 6,4 А / 6,4 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 68 дБА | 62 дБА | 60 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 65 дБА | 65 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; Тип охладителя: фреоновый (опция); ";"


Приточно-вытяжная установка Aqua Pool SM комплектуется вентиляторами серии EC с функцией CAV, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками. Снижение влажности производится дозированной подачей сухого наружного воздуха. Возможна работа в режиме воздушного отопления.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии (опция).</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа (опция), возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс (опция).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722797;"Тип:    Приточно-вытяжная установка     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>2000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>40 - 60 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/2000_eco_pro_pb.png?1655992758; http://www.breezart.ru/export/pool/photo/airgy_tpd_283_u_h.png?1655992758; https://v-conn.ru/export/pool/struct/eco_pro.png?1655992758; https://v-conn.ru/export/pool/photo/2000_eco_pro_pb.png?1655992758; https://v-conn.ru/export/pool/photo/2000_eco_pro_mb.png?1655992758; https://v-conn.ru/export/pool/photo/2000_eco_pro_vb.png?1655992758; ";Приточно-вытяжная установка с рекуператором и тепловым насосом Airgy 2000 Eco Pro;3 206 800 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 2000 - 2100 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Тепловая мощность компрессора: 6,60 кВт; Электрическая мощность компрессора: 1,60 кВт; Электрическая мощность вентилятора притока: 0,70 кВт; Электрическая мощность вентилятора вытяжки: 0,70 кВт; Рекуператор: пластинчатый; Максимальная потребляемая мощность: 3,00 кВт; Максимальный потребляемый ток: 13,6 А / 8,8 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 68 дБА | 62 дБА | 60 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 65 дБА | 65 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; Масса: 280 кг; Тепловой насос: есть; Осушитель воздуха: опция; Тип охладителя: фреоновый (опция); ";"


 Промо-сайт Airgy Eco Pro Калькулятор для подбора AirgyНовая серия вентустановок Airgy Eco Pro разработана для обеспечения комфортного микроклимата в помещениях бассейнов при любых погодных условиях с минимально возможным расходом энергии. Среднее энергопотребление этой серии на 25 – 30% меньше, чем у аналогичных моделей Breezart серии Pool Pro. На вентустановки Airgy предоставляется пятилетняя гарантия при условии их своевременного обслуживания. Комплектация и особенности: Вентиляторы серии EC плавно изменяют расход воздуха в зависимости от его параметров – это позволяет снизить их среднее энергопотребление. Система автоматики JetLogic комплектуется всеми необходимыми датчиками и цветным сенсорным пультом управления. Противоточный полипропиленовый рекуператор и тепловой насос экономят энергию в холодный период года. Оптимизированная структурная схема увеличивает количество тепла возвращаемого через рекуператор. Осушение воздуха производится как дозированной подачей наружного воздуха, так и конденсационным осушителем (опция)  – это позволяет поддерживать комфортные условия даже при жаркой и влажной погоде. Охлаждение воздуха (опция) может выполняться как встроенной холодильной машиной, так и с помощью внешнего ККБ. Внутренние перегородки выполнены из нержавеющей стали, используется улучшенная фурнитура.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии.</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги. Управление подачей наружного воздуха выполняется по ID диаграмме: степень открытия клапана рассчитывается по влагосодержанию воздуха в помещении и наружного воздуха.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс.</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722258;"Тип:    Приточно-вытяжная установка с рекуператором и тепловым насосом     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>2000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>40 - 60 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/2000_eco_rp_pb.png?1655992761; http://www.breezart.ru/export/pool/photo/airgy_tpd_283_u_h.png?1655992761; https://v-conn.ru/export/pool/struct/eco_rp.png?1655992761; https://v-conn.ru/export/pool/photo/2000_eco_rp_pb.png?1655992761; https://v-conn.ru/export/pool/photo/2000_eco_rp_mb.png?1655992761; https://v-conn.ru/export/pool/photo/2000_eco_rp_vb.png?1655992761; https://v-conn.ru/export/pool/photo/2000_eco_rp_sb.png?1655992761; ";Приточно-вытяжная установка с рекуператором Airgy 2000 Eco RP;1 953 200 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 2000 - 2100 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Электрическая мощность вентилятора притока: 0,70 кВт; Электрическая мощность вентилятора вытяжки: 0,70 кВт; Рекуператор: пластинчатый; Максимальная потребляемая мощность: 1,40 кВт; Максимальный потребляемый ток: 6,4 А / 6,4 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на вых. притока | вх. вытяжки | от корпуса: 68 дБА | 62 дБА | 60 дБА; Уровень шума LwA на вх. притока | вых. вытяжки: 65 дБА | 65 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; Тип охладителя: фреоновый (опция); ";"


 Промо-сайт Airgy Калькулятор для подбора Airgy Новая серия вентустановок Airgy Eco RP разработана для обеспечения комфортного микроклимата в помещениях бассейнов с минимально возможным расходом энергии без использования теплового насоса. Среднее энергопотребление этой серии на 20 – 25% меньше, чем у аналогичных моделей Breezart серии Aqua Pool RP. На вентустановки Airgy предоставляется пятилетняя гарантия при условии их своевременного обслуживания. Комплектация и особенности: Вентиляторы серии EC плавно изменяют расход воздуха в зависимости от его параметров – это позволяет снизить их среднее энергопотребление. Система автоматики JetLogic комплектуется всеми необходимыми датчиками и цветным сенсорным пультом управления. Противоточный полипропиленовый рекуператор экономит энергию в холодный период года. Оптимизированная структурная схема увеличивает количество тепла возвращаемого через рекуператор. Осушение воздуха производится наиболее экономичным способом: дозированной подачей сухого наружного воздуха. При необходимости возможно охлаждение и осушение воздуха с помощью внешнего ККБ (опция). Внутренние перегородки выполнены из нержавеющей стали, используется улучшенная фурнитура.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей. Дежурный режим позволяет экономить энергию, когда бассейн не используется.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры отдельно для рабочего и дежурного режимов работы, автоматическое задание температуры воздуха по температуре воды для экономии энергии.</li>
<li>Задание влажности отдельно для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для экономичного осушения ассимиляцией влаги. Управление подачей наружного воздуха выполняется по ID диаграмме: степень открытия клапана рассчитывается по влагосодержанию воздуха в помещении и наружного воздуха.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтров.</li>
<li>Возможность управления ККБ различного типа, возможность работы с котлом, который снижает или повышает температуру теплоносителя в зависимости от внешних условий.</li>
<li>Подключение к локальной сети и управление с компьютера, удаленное управление через web-интерфейс.</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722831;"Тип:    Приточно-вытяжная установка с рекуператором     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>2000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>40 - 60 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/2000_pool_dh_lite_pb.png?1655992768; https://v-conn.ru/export/pool/struct/pool_dh_lite.png?1655992768; ";Канальный осушитель воздуха Breezart 2000 Pool DH Lite;871 600 ;+;1;RUB;Breezart;"Расход воздуха: 2000 - 2100 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Тепловая мощность компрессора: 6,60 кВт; Электрическая мощность компрессора: 1,60 кВт; Максимальная потребляемая мощность: 2,30 кВт; Максимальный потребляемый ток: 10,5 А / 5,6 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на всасывании | на выпуске | от корпуса: 68 дБА | 62 дБА | 60 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; Осушитель воздуха: есть; ";"


Канальный осушитель воздуха Pool DH Lite комплектуется вентилятором серии EC и системой автоматики JetLogic со всеми необходимыми датчиками. Возможна работа с подмесом фиксированного количества наружного воздуха (до 10%). Осушитель не оснащается нагревателем воздуха и не имеет пульта управления (управление производится от гигростата).

 
  <ul>
<li>Поддержание заданного уровня влажности, управление от гигростата.</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722890;"Тип:    Канальный осушитель воздуха     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>2000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>40 - 60 м²</td></tr>   </tbody><br>"
"http://www.breezart.ru/export/pool/photo/2000_pool_dh_vf_pb.png?1655992765; http://www.breezart.ru/export/pool/photo/pool_tpd_283_u_h.png?1655992765; https://v-conn.ru/export/pool/struct/pool_dh_vf.png?1655992765; https://v-conn.ru/export/pool/photo/2000_pool_dh_vf_pb.png?1655992765; https://v-conn.ru/export/pool/photo/2000_pool_dh_vf_mb.png?1655992765; https://v-conn.ru/export/pool/photo/2000_pool_dh_vf_vb.png?1655992765; https://v-conn.ru/export/pool/photo/2000_pool_dh_vf_sb.png?1655992765; ";Вентиляционная установка с осушителем воздуха Breezart 2000 Pool DH VF;1 162 300 ;+;1;RUB;Breezart;"Тип нагревателя: водяной; Расход воздуха: 2000 - 2100 м³/ч; Максимальное сопротивление воздухопроводной сети: 300 Па; Тепловая мощность компрессора: 6,60 кВт; Электрическая мощность компрессора: 1,60 кВт; Максимальная потребляемая мощность: 2,30 кВт; Максимальный потребляемый ток: 10,5 А / 5,6 А; Напряжение питания: 220 В  /  380 В; Уровень шума LwA на всасывании | на выпуске | от корпуса: 68 дБА | 62 дБА | 60 дБА; Уровень звукового давления LpA от корпуса: 47 дБА; Осушитель воздуха: есть; Тип охладителя: фреоновый (опция); ";"


Вентиляционная установка Pool DH VF комплектуется вентилятором серии EC, системой автоматики JetLogic с цветным сенсорным пультом управления и всеми необходимыми датчиками, а также встроенным осушителем воздуха. В отличие от канальных осушителей эта модель может осушать воздух дозированной подачей сухого наружного воздуха (требуются дополнительные клапаны и вытяжная установка). Серия Pool DH VF позволяет организовать полноценную систему вентиляции средней стоимости.

 
  <ul>
<li>Настройка сценариев для автоматического переключения Рабочего / Дежурного режимов, ручное переключение режимов, в том числе от внешних выключателей.</li>
<li>Часы реального времени (не сбрасываются при сбое питания).</li>
<li>Задание температуры для рабочего и дежурного режимов работы.</li>
<li>Задание влажности для теплого и холодного периода года.</li>
<li>Регулируемая подача наружного воздуха для осушения ассимиляцией влаги.</li>
<li>Просмотр показаний всех датчиков: температуры, влажности, загрязнения фильтра.</li>
<li>Подключение к локальной сети и управление с компьютера (windows).</li>
<li>Порт ModBus RTU для подключения к системе «умный дом».</li>
<li>Возможность управления ККБ различного типа, в том числе сигналом 0-10В.</li>
</ul> 
 ";[Главная >> Вентиляция >> Вентиляционные установки >> Установки для бассейна >> Breezart];1722278;"Тип:    Вентиляционная установка с осушителем воздуха     ; <br><tbody><tr><th><p><span>Производительность:</span></p></th><td>2000 м³/ч</td></tr><tr><th><p><span>Ориентировочная площадь зеркала воды:</span></p></th><td>40 - 60 м²</td></tr>   </tbody><br>"
